v_cmd,t,omega_m,enc1_pos,q_A
32.0,1.162513458984904,31.773223876953125,0.6547605395317078,2.1182076930999756
32.0,1.1749291669693775,32.08152770996094,0.7646711468696594,1.8421707153320312
32.0,1.1873513750033453,31.89964485168457,0.8763135075569153,1.9896796941757202
32.0,1.1996814589947462,32.182308197021484,0.9853532910346985,1.7930564880371094
32.0,1.2119457089575008,32.127994537353516,0.09454554319381714,1.7476133108139038
32.0,1.224575999949593,31.814407348632812,0.2017393410205841,1.967089056968689
32.0,1.2376391669968143,32.09059524536133,0.31788215041160583,1.7673509120941162
32.0,1.2514680000022054,31.784038543701172,0.4384476840496063,2.008666515350342
32.0,1.2636216249666177,32.1470832824707,0.5441926717758179,1.7348312139511108
32.0,1.276709416997619,32.13201904296875,0.6580237150192261,1.8543027639389038
32.0,1.290165416954551,31.95494842529297,0.7710647583007812,1.984985113143921
32.0,1.3038193339598365,32.101417541503906,0.8990729451179504,1.7738325595855713
32.0,1.3175588749581948,31.784873962402344,0.02336944080889225,2.0207347869873047
32.0,1.3303568749688566,32.009483337402344,0.11847048252820969,1.8807101249694824
32.0,1.3432394589763135,31.95183753967285,0.2379988431930542,1.8765628337860107
32.0,1.3570133749744855,32.25080490112305,0.36090925335884094,1.706115961074829
